"text","answer"
1052,"c, c, c, c, c, c"
1053,"c, c, c, c, c, c, c, a, a, c, c, c, c, c, c, c"
1054,"[a], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [b], [c], [c], [c], [c], [c], [c], c, c, c, c, c, c, c, c, c, c, c, c, c, a, c, c, a, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1055,"c, c, c, c, c, c, c, c, a, a, c, c, c, c, c, c, c, a, c, c, [a], [c], [b], [c], [a], [a], [c]"
1056,"c, c, c, c, c, c, c, c, a, a, a, c, c, c, c, c, c, c, a, c"
1057,"[a], [c], [a], [c], [c]"
1058,"c, c, c, c, c, c, c, c, c, a, c, c, c, b, b, c, c, c, c"
1059,"c, a, c, a, c, c, c, a"
1060,"[a], [c], [c], [a], [a]"
1061,"[c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [a], [c], [c], c"
1062,"c, c, c, a, a, c, c, c, c, a, a, a, a, a, c, c, c, c, c, c, c, c, c, c"
1063,"c, c, c, c, c, c, c, a, a"
1064,"c, c, c, c, c, c, c, c, c, c, c, c, c"
1065,"c, c, c, c, c, c, a, a, a, c, c, c, c, c, c, a, c"
1066,"c, c, c, c, c, c, c, c, c, c, a, c"
1067,"[c], [c], [c], [a], [a], [c], [c], [a]"
1068,"[c], [c], [a], [c], [c], [a], [a], [c]"
1069,"[c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c]"
1070,"c, c, c, c, c, c, c, c, c, c, c, c, c, b, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, c, c, a, c, c, a, c, c, c, c, c, c, c, c, c, c, c, c, a, a, c, c, c, a"
1071,"a, a, c, a, c, c, c, c, c, c, c, c, c, c, a, a, a"
1072,"c, c, a, c, a"
1073,"c, c, a"
1074,"c, c, a, a"
1075,"c, c, c, c, a, a, c, c"
1076,"c, c, c, b, b, b, c"
1077,"c, c, c, a, a, c"
1078,"c, c, c, c, a, c, c"
1079,"[c], [c], [c], [c], [c]"
1080,"c, a, c, c, c, c, c, a, b, a, a, a, a"
1081,"c, b, a, c"
1082,"c, a, c, c, a, a"
1083,"c, c, c"
1084,"c, c, c, c, c, c, c, c, c, c, c"
1085,"c, c, c, c, a, c, a, b, c, c"
1086,"b, b, a, a, c"
1087,"c, c, c, c, c, c, c"
1088,"[a], [c], [c], [c], [a]"
1089,"a"
1090,"c, a, c, c"
1091,"c, c"
1092,"[b], [a], [a], [c]"
1093,"c, a, a"
1094,"c, c, c, c, c, a, c, c, c, c"
1095,"c, c, c, c, c, c, c"
1096,"c, c, c, c"
1097,"c, a, a, a"
1098,"c, c, c"
1099,"c, c, c, a"
1100,"c, c"
1101,"c, c"
1102,"[a], [a]"
1103,"c, c"
1104,"c, c, c, c, c, c, c, c, c"
1105,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, c, c"
1106,"c, c, a"
1107,"c, c, c, c, c, c, a, c, c"
1108,"[a], [c]"
1109,"a, c, a"
1110,"c, c, c, c, c, c, c, c, c, c, c, c, a"
1111,"c, c, c, c, c"
1112,"c, a, c"
1113,"c, c, c, c"
1114,"c"
1115,"a"
1116,"[a], [c], [a], [c], [c], [c], [c], [a]"
1117,"c, c, c, c, c, c, c"
1118,"c, c, b, c, a"
1119,"c, c, c, c, c, c, c, c, c, c, c"
1120,"c, c, c, c, c, c, c, c, c, c"
1121,"c, c, a, c"
1122,"c, c, c, c"
1123,"c, a, a"
1124,"c, c, c"
1125,"b, c, b"
1126,"c, c, c, c, c, c, c, c, c, c, c, c, a, c, c, c, a, a, c, c, c, c, c, c, c"
1127,"c, c, c"
1128,"[a], [c], [c], [c]"
1129,"c, c, c"
1130,"c, c, a, a"
1131,"c, a, c, c, a"
1132,"c, b"
1133,"c, c"
1134,"c, c, c, c, c"
1135,"c, c, c, c, c"
1136,"c, c, c, c, c, a, c"
1137,"c, c, c, c, c"
1138,"c, c"
1139,"a, c, c, a, a"
1140,"c, b, a, c, c, a, a"
1141,"c"
1142,"c, c, a, c, c, c, c, a, a"
1143,"c"
1144,"c, c, a, a, a"
1145,"c, c"
1146,"c, c, c, c, c, c, b, c"
1147,"a, c, b, a"
1148,"c, b, a, a, b, c"
1149,"c, c, c, c, c"
1150,"c, c, b, c, c, c, c, c, a, c, c"
1151,"c, c, c, c, a, a"
1152,"[c], [c], [c], [a], [a], [a], [c], [c], [c], [c], [c], [c], [c], [c], [c], [a]"
1153,"a, c, c, c, c, c, c, a, a, a, a, a, c, c, c, c, c, c, a, a"
1154,"c, a, c, a, a, a, c, a, c"
1155,"[c], [c], [a], [c], [c], [a], [c], [c], [c], [c], [c], [a], [c], [c], [c], [a]"
1156,"[a], [c], [c], [a], [a], [c], [c], [a], [c], [c], [a], [a], [a]"
1157,"c, c, c, c, a, a, a, b, b, a, a, a, c, c, a, c, c, a, a, a, c, c, c, c, a, c, a, c, a, c, c, a, a, c"
1158,"a, c, c, b, b, c, c, a"
1159,"b, c, c, c, c, c, c, c, c, c, c, c, c, a, a, a"
1160,"[c], [c], [c], [c], [c], [c], [c], [c], [c], [a], [a], [a], [c], [c], [c], [c], [c]"
1161,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, c, c, c"
1162,"c, a, a, c, c, c, a, c"
1163,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1164,"c, c, c, c, c, c, c, c, c, c, c"
1165,"c, a, c, a, c, c, c, a, c, a, a, c, c, c, c"
1166,"a, c, a, c, b, b, c, c, a, b"
1167,"[a], [a], [a], [c], [c], [a], [c], [c], [a], [a]"
1168,"c, c, a, a, c, c, c, c, c, c, c, c, c, c, c, c, a, c"
1169,"a, c, a, a, c, a, a, a, a, c"
1170,"c, c, c, c, c, c, c, c, c, c, c, c, c"
1171,"c, c, a, a, a, c, a, c, b, c, c, b, c, b"
1172,"c, c, c, c, c, c, c, a, a, c"
1173,"[a], [a], [a], [a], [c], [c], [c], [c], [a], [a]"
1174,"c, c, c, c, c, c, a, b, c, a"
1175,"c, c, c, a, a, a, a, a, c, c"
1176,"c, c, a, c, c, a"
1177,"c, c, c, c, c, c, c, c"
1178,"a, c, c, c, c, c, c, c, a"
1179,"a, c, a, a, c, c, c, c, c, a"
1180,"c, c, c, a, b, a, c"
1181,"c, c, c, c, a, a"
1182,"[c], [c], [c], [c], [c], [a], [c], [c], [c], [c], [c], [a], [c]"
1183,"a, b, c, c, c, a, a, c, c, c, c, c, b, c, c, a"
1184,"c, c, c, c, c, c"
1185,"[a], [a], [c], [a], [a], [c]"
1186,"c, c, a, a, b, a"
1187,"c, a, c, a, a"
1188,"a, a, c, c"
1189,"c, c, c, c, c, c"
1190,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, c, c, c, a, a, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, c, a"
1191,"a, b, c, a, a, a"
1192,"a, c, c, a, b, a"
1193,"[a], [a], [c], [c], [c], [a]"
1194,"[a], [c], [c], [a], [a], [a], [a], [c], [b], [b], [c], [b], [a]"
1195,"a, c, c, a, c, c, a"
1196,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, a, a, c, a, c, c, c, c, c, c, c, c, c"
1197,"a, c, c, c, c, c, c, a, a"
1198,"c, c, a, b, a"
1199,"a, a, c, a"
1200,"[a], [c], [c], [a], [a]"
1201,"c, c, c, c, c, c"
1202,"c, c, c, c"
1203,"a, a, a, c"
1204,"c, a, a, c, a, c"
1205,"c, a, c, c, c"
1206,"[c], [c], [a], [c], [c], [c], [a], [c], [c], [a], [c], [a]"
1207,"[a], [c], [c], [c], [a], [a], [c]"
1208,"[a], [a], [c], [c], [a]"
1209,"[a], [a]"
1210,"c, a, a, c, a, a, c"
1211,"c, c, c, c, a, c"
1212,"c, a, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, c, c, c, c, c, c"
1213,"c, c, c, c, c, c, a"
1214,"c, c, c, c, c, c, a, c, a"
1215,"c, a, c, b, a, c, c"
1216,"c, a, c, a"
1217,"a, c"
1218,"a, c, a, b, b, a"
1219,"c, b, c, c, b, a, a"
1220,"c, c, c, c, c, a"
1221,"[c], [a], [b], [c]"
1222,"c"
1223,"c, b, c, a, a, c, c, c, c, c, a, a, c"
1224,"c, c, a"
1225,"c, c, c, c, c"
1226,"c, b, c, a"
1227,"c, a, c, a"
1228,"c, c, a, c, c, b, b, a, a, c"
1229,"[a], [c], [a], [c], [c]"
1230,"[a], [a], [a]"
1231,"[a], [a], [c], [c]"
1232,"c, c, c, b, b, c, a, b"
1233,"[a], [c], [a], [a], [c], [c], [c], [c], [a]"
1234,"c, c, c, c"
1235,"c, c, a, c, c, c"
1236,"c, c, c, c, c"
1237,"c, a"
1238,"c, c, c, c, c, c, c, c"
1239,"c, c, c, c, c, c, c, c"
1240,"c, c, a, c, c"
1241,"c, c, c, c, c"
1242,"c, b, a"
1243,"c, a, c, c, c, c, c, c, a, c, c"
1244,"a, c, c, a, c"
1245,"[a], [c], [a]"
1246,"[c], [a], [c], [c], [a]"
1247,"c, c, c, c"
1248,"c, a, a, c, c"
1249,"c, a, a, c, c"
1250,"[a], [c], [a], [a], [c]"
1251,"c, a, c, c, c, a"
1252,"c, c, a, c, a, c, c, c, c"
1253,"a, a, c, c, c, c, a, c, a, a, a, a, c, a, a, c, a, a, a, c, c, c, c, c, a, c, b, a, c"
1254,"c, c, c, a, c, c"
1255,"c, c, c, c, c, a"
1256,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, b, a, a"
1257,"c, b, b, b, b, b, b, b, b, b, b, b, b, b, b, b, b, b, b, b, c, b, c, c, a, c"
1258,"c, c, c, c, c, c, c, c, c, c"
1259,"c, c, c, c, a, c, c"
1260,"c, c, c, c, a, a, a"
1261,"c, c, c, c, c"
1262,"c, c, c, c, c, c, c, c, c, c, c, c, a, a, a"
1263,"c, c, c, c, c, c"
1264,"c, c, c, c, c, c, c, c, a, a"
1265,"c, c, c, c, c, b, c"
1266,"a, c, c, c, c, c, c, c, c, c, a, a, c, a"
1267,"c, c, c, c, a, c"
1268,"c, b, c, c, c, b, c, c"
1269,"c, c, a, c, c, c"
1270,"[a], [c], [c], [b]"
1271,"[b], [a]"
1272,"c, c, c, c, c, c, c"
1273,"c, c, a, a, c"
1274,"[c], [c], [c], [c]"
1275,"c, c, c, c, c, c, c, c"
1276,"[a], [c], [a], [c], [c], [c]"
1277,"c, c, c, c, a"
1278,"c, c"
1279,"[a], [c], [c], [b]"
1280,"[a], [a], [a], [c], [b], [b]"
1281,"c, c, a, c, c, c, c"
1282,"c, c, c, c"
1283,"c, c, c, a, c"
1284,"c, c, c, a, a, a"
1285,"[a], [a], [a], [c], [c], [c]"
1286,"c, c, a, a"
1287,"a, c, c, a"
1288,"c, c, c"
1289,"c, c, c, a, c, c, c, a, a"
1290,"a, c, c, a, a, c, b, c, a"
1291,"c, c, c, c, a"
1292,"c, c, c, c, c, c, c, c"
1293,"c, c, a, b, a"
1294,"c, c, c, c, c, c, c, c, c, c"
1295,"c, c, c, c"
1296,"c, c, c, c, a"
1297,"[a], [c], [a]"
1298,"c"
1299,"c, c, c, a, a"
1300,"[a], [c], [a], [c], [a]"
1301,"a, a, c, c, a, b, b, b, c"
1302,"c, c, a"
1303,"a, c, c, c, c, c, c, c, c, c, c, c, a"
1304,"a, c, a, c"
1305,"c, c, c, c"
1306,"c, c, c, c"
1307,"c, c, b, c"
1308,"a"
1309,"c, c, c"
1310,"[a], [a]"
1311,"a, c, a, c"
1312,"c, c"
1313,"c, c, c, a, a"
1314,"c, c"
1315,"[a], [a], [a], [c], [a]"
1316,"[a], [c], [a], [a]"
1317,"[a], [c], [a], [c], [c], [a]"
1318,"c, c, b, a, a"
1319,"b, c"
1320,"[a], [c]"
1321,"c, a, a"
1322,"c, c, c, c, c, c, a"
1323,"[c], [a], [a], [c]"
1324,"c, c, c, c"
1325,"c, c, c"
1326,"c, a, c, c"
1327,"[a], [c]"
1328,"c, c, c"
1329,"c"
1330,"c, c, a, a"
1331,"c, c, c, c, c"
1332,"c, c"
1333,"c, c"
1334,"c, b, c, c, c"
1335,"c, c, a, c"
1336,"c, a"
1337,"[a], [c], [a], [c], [a]"
1338,"c, c"
1339,"[a], [c], [a], [b], [c]"
1340,"c, c, c, c, c, c, c, c"
1341,"c, c, c"
1342,"[c], [a], [c]"
1343,"c, c, c, c, a"
1344,"c, c"
1345,"c, c, c"
1346,"a, c, c, b, c, c, c, c, b, a"
1347,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, c, c, c"
1348,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1349,"c, c, c, c, c, c, c, c, c, c, c, b, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, b"
1350,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a"
1351,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, b, b, b, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, b, c, c, c, c, c, c, c, c, c, b, b, b, c"
1352,"c, c, c, c, a, c, c, c, c, c, a, c, c"
1353,"[b], [b], [b], [c], [b], [b], [b], [b], [b], [b], [b], [b], [b], [b], [b], [b], [b], [a], [b], [a], c, c, c, c, b, b, c"
1354,"c, c, a, c, c, c, a, c, c, b, b, b, b, b, b, b, b, c, c, c, c, c, c, c, b, c, c, b, c, b, b, b"
1355,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, c, a"
1356,"c, c, c, c, c, c, c, c, c, c, c, c"
1357,"c, c, c, c, c, c, c, b, c"
1358,"c, c, c, c, c, c, c, c, c, c, c"
1359,"c, c, c, c, c, c, c, c, c"
1360,"c, c, a, c, a, c, a"
1361,"c, b, b, a, b, b, c, c, c, b, c, c, c, b, b, b, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1362,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1363,"c, c, c, c, c, a, a"
1364,"c, c, c, a, c, c"
1365,"c, c, c, c, c, c, c, c, c, c, c, c, a"
1366,"c, c, c, c, c, c, a, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1367,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1368,"c, c, c, c, c"
1369,"c, c, c, c, c, c, c, c"
1370,"c, c, c"
1371,"c, c, c, c, c, c"
1372,"c, c, c"
1373,"c, c, c, c, c, c, c, c, c, c, a, c"
1374,"c, c, c, c, c, c, c, c, c, c"
1375,"c, c, c, b, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, b, c, c, c"
1376,"c, c, c, c, c, c, c, c"
1377,"c, c, a, a, a, a, c, a, c, c, c, b, b, a, c, b, b, b, b, b, c, c, b, b, c"
1378,"c, c, c"
1379,"c, c, a, a, c, c"
1380,"c, c, c, c, c"
1381,"c, c, c, a, c, c, c, c"
1382,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1383,"c, c, c, c, c"
1384,"c, c, c, c, c, c, c"
1385,"c, c, c, c, c, c, c, c, c, c, c, c, c"
1386,"c, c, c, c, c, c"
1387,"c"
1388,"b, c, c, c, b, b, c, b, b, b, b"
1389,"c"
1390,"c, a, c, c, c, c, c, c, c, c, c, c, b, b"
1391,"[a], [a]"
1392,"c, c, b, b, c"
1393,"c, c, c, c, c, c, c"
1394,"c, c, c, c, c, c, c, c"
1395,"c, c, c, c, c, c, c, c, c, c, c, c, b, b, a, c, c, b, c"
1396,"c, c, c, c, c, c, c, c, c, c, c"
1397,"c, c, c, c, c, c, c, c, c, c"
1398,"c, c, c, c, c, c, c, c, c, c, c, c, a, c, c, c"
1399,"c, c, c, c, a, c, c, c, c"
1400,"c, c, c, c"
1401,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, c, c"
1402,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1403,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1404,"c, c, c, a, a, a, c, a, c, b, b, b, b, c, c, c, c, c, c, c, c, b, c"
1405,"c, c, c, c, c, c, c, c, c, c, c, c, a, c, c, c, c"
1406,"c, c, c, c, c, c, c, c, c, c, a, c, c, c, c, c, c, a, c, c, c, a, c, c"
1407,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, a, c, c, c, c, c, c, c, c, c"
1408,"c, c, c, c, c, c, c, c, c, c, c, c, c, a"
1409,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a"
1410,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1411,"c, c, c, c, a, a, c, c, c, b, b, b, c, c, c, c, c, b, a, b, c, b, c, c, b"
1412,"c, c"
1413,"[c], [c]"
1414,"b, c, a, c, b, c, a, a, a, c, c, a, a, a, a, b, c, a, b, b, c, c, b, b, c, b, c"
1415,"c, c"
1416,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1417,"c, a"
1418,"a"
1419,"c, c, c, c, c"
1420,"c"
1421,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1422,"c, c, c, a, c, c, c, c, c, c, c, b, c, a"
1423,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1424,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], c, c, c, c, c, c, c, c"
1425,"c, a"
1426,"b, a, a, a, c, c, c, a, b, b, b, b, c, c, b, c, a, b, b, c"
1427,"c, c, c, c"
1428,"c, c, c, c, c, c, c"
1429,"[c], [a], [c], [c], [b], [c], [b], [c], [b]"
1430,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1431,"c, c, c, c, c, c, c"
1432,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1433,"c, c, c, c, c, c, c, c, c, c"
1434,"c, a, c, b, c, b, b, b, a, b, b, b, b, b, b, b, b, b, b, b, c, c, c, c, c, c, c, c"
1435,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1436,"c, c, c, c, c, c, c, c, c, c, c, c"
1437,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1438,"c, c, c, c"
1439,"c, c, c, c"
1440,"c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1441,"c, c, b"
1442,"c, c, c, c, c, c, b, b, b, b, c, b"
1443,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, b, c, c, c, c, a, c, b"
1444,"c, a, c"
1445,"[a], [c], [c], [b], [c], [c], [c], [c], [c], [c], [c], [a], [a], [b], [c]"
1446,"c, c, c, c, c, a, c, a, c, c, c, c, a, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a"
1447,"c, c, c, c, c, c, c, c, c, c, c, b, b, c, c"
1448,"c, c, a, c, a, c, c"
1449,"c, c, c, c, c, c, c, c, c, c, c, a, c, c"
1450,"c, a, c, c, c, c, c, c, c, c"
1451,"c, c, c, c, c, c, c, c, c, c, c, c, a, c, a"
1452,"a, b, c, c, c, c, b, c, c, c, c, c, c, c, a, a, c, c, c"
1453,"c, c, c, c, c, c, c, c, c"
1454,"c, c, c, c, c"
1455,"c, c, a, a, b, c"
1456,"c, c, c, c, b, c, c, c, b, b, c, c, c, c, c, c, a, a"
1457,"c, c, a, a, c, c, c, c, c, c, c, c, a, a, b"
1458,"a, a, c, a, c, a"
1459,"[a], [c], [c], [c], [a]"
1460,"c, a, c, c"
1461,"c, c, c, a, c"
1462,"a"
1463,"c, c, c, c, c, c"
1464,"a, c, c, a, a, a"
1465,"a, c, a, a"
1466,"c"
1467,"c, c, a, c, c"
1468,"b, b, b, a, b"
1469,"c, c, a, c, c, c, c, a, a"
1470,"c, c, c, a, c"
1471,"c, a, c, c, c, c"
1472,"c, c, c"
1473,"c, c, c, c"
1474,"c, c, c, c, c, c"
1475,"a"
1476,"c"
1477,"c"
1478,"c, c"
1479,"c, c, a, c"
1480,"[a], [c], [a], [a]"
1481,"c, a, c, c, c, c, a"
1482,"c, c, c, c"
1483,"c, c, c"
1484,"[a], [a], [a], [c]"
1485,"c, c, a, c"
1486,"a"
1487,"c, c"
1488,"c, c, c, c, c, c, c, c"
1489,"c, a"
1490,"c, c"
1491,"c, c, c, c, c, a"
1492,"b, a"
1493,"c, c, a, c"
1494,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1495,"c, c, a"
1496,"[a], [a], [c]"
1497,"c, c, c, c, c, c, c"
1498,"c, c, a"
1499,"c"
1500,"a"
1501,"c"
1502,"c, a"
1503,"[a], [b], [a], [c], [c]"
1504,"c, c"
1505,"[a], [c], [c]"
1506,"c, c, a, c, c"
1507,"a"
1508,"c, c, c"
1509,"a, c"
1510,"c, c, c"
1511,"[a], [c], [a], [a], [a], [a], [c], [a]"
1512,"c, c, c"
1513,"c, c, c, a, a, c, c, c, c, a, c, c, b, b, b, c, c, c, b"
1514,"c, c"
1515,"c, c, c, a, c"
1516,"c, c, c, c"
1517,"c, c, c"
1518,"[c], [c]"
1519,"c, a"
1520,"c"
1521,"c"
1522,"a, c"
1523,"c, c, a, a"
1524,"c"
1525,"c"
1526,"[a], [b], [c], [a]"
1527,"c, c, c, c, c, c, c, c, a, a"
1528,"c, c, c"
1529,"c, c, c, c, c, c, c, c"
1530,"c"
1531,"c, a, c"
1532,"[c]"
1533,"c, c, a, c, c, c"
1534,"a, a, c"
1535,"c, c, c, c, a, c, c"
1536,"c, c, c, c, c, c, c, c"
1537,"c, b, c, c, c, c, c, c, a, c"
1538,"a"
1539,"c, c, c, c, c, c, a, c, c, c"
1540,"c, c, c, c"
1541,"c, c, c, c, c, c"
1542,"c, c, a, c, c"
1543,"c"
1544,"[a], [c], [c], [c], [a]"
1545,"c, a, c, a"
1546,"c, c, c, c, c, c, c"
1547,"c"
1548,"c, c, c, c, c, c"
1549,"c, c"
1550,"c, c"
1551,"c, c, c"
1552,"c, c, c, c"
1553,"c"
1554,"c"
1555,"a"
1556,"c, c, c, c, c, c, c, c, c"
1557,"c"
1558,"c, c, c"
1559,"c, a, a"
1560,"c, c, c, c, c"
1561,"c"
1562,"c, c"
1563,"c, c, c, c"
1564,"c, c"
1565,"c, c, c, c, c, c"
1566,"c, a, a, a, c"
1567,"c"
1568,"[c], [c], [a]"
1569,"c, c"
1570,"c, c"
1571,"c"
1572,"c, c, c, c"
1573,"c, c, a"
1574,"c"
1575,"c, c, c"
1576,"c"
1577,"c, c, c, c"
1578,"c"
1579,"c"
1580,"c"
1581,"c, c, c, c"
1582,"c, a, a"
1583,"c, c"
1584,"c, c, c, c"
1585,"c"
1586,"c, c, c, c, c"
1587,"c, c, c, a, b, c, c"
1588,"c, c, c, a, c"
1589,"c, c, c, a"
1590,"a, c, c"
1591,"[c], [c]"
1592,"c"
1593,"c, c, c, c, c"
1594,"c"
1595,"c, c, c, b, c, c, c, b, b"
1596,"c, c, c"
1597,"a"
1598,"c, c, c, c"
1599,"c, c, c, a"
1600,"c, c, c"
1601,"c"
1602,"c, c, c"
1603,"c, c, a"
1604,"c, c"
1605,"c, c, c, c, c"
1606,"c, c, c, c, c, c"
1607,"c"
1608,"c, c, a"
1609,"c"
1610,"c"
1611,"c"
1612,"[c], [c], [a]"
1613,"c"
1614,"c, c, c, c, c, c, c, a, a"
1615,"c, c, c, c"
1616,"c"
1617,"c, c, c, c, c"
1618,"c"
1619,"c, c, c, c, c, c, c"
1620,"c, c, c, c, c, c, c, c, c"
1621,"c, c, c"
1622,"c, c, c"
1623,"c"
1624,"c"
1625,"c, c"
1626,"c, c"
1627,"c, c, c, c, a"
1628,"c, c, c"
1629,"c, c, c, c, c, c, c, c"
1630,"c, a, a, c, a"
1631,"c, c, c"
1632,"c, c, c"
1633,"c, c, c, a, c, c, c, c, c, a"
1634,"c"
1635,"c, c"
1636,"c, c"
1637,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1638,"c, a, c, a, a"
1639,"c, c, a"
1640,"c, c, c, c, c"
1641,"c"
1642,"c, c"
1643,"c, c, c, a"
1644,"c, c"
1645,"c, c"
1646,"c"
1647,"c"
1648,"c, c, c, c, c, c, c, c, c"
1649,"c, c, a"
1650,"c, c, c"
1651,"c, c"
1652,"c, c, c, c, c"
1653,"c"
1654,"c, c, c"
1655,"b, a, a, c, c"
1656,"c, c, c"
1657,"c, c, c"
1658,"c"
1659,"c, c"
1660,"a"
1661,"c, c"
1662,"c, a, c"
1663,"c, c, c, c, c, c"
1664,"c, c, c, c, c, c, c, c, c, c"
1665,"[a], [a]"
1666,"c"
1667,"c, c, c, c, c, c"
1668,"c, a"
1669,"c, c"
1670,"c, c"
1671,"c, c"
1672,"c, c"
1673,"c, c, c"
1674,"c, c, c, c, c, c, c, c"
1675,"c, c, c, c, c, c, c, c, c, c, c, c, c"
1676,"b, b"
1677,"c, c"
1678,"c, c, c, c"
1679,"c"
1680,"c, c, c"
1681,"c, c, a, c"
1682,"[c], [c], [c], [c], [c]"
1683,"c, c"
1684,"c"
1685,"c, c, c"
1686,"c"
1687,"c"
1688,"[c], [c], [c], [c]"
1689,"c"
1690,"[c], [c]"
1691,"c, c"
1692,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [a], [c], [c], [c]"
1693,"c, c, c, c"
1694,"c"
1695,"c"
1696,"c"
1697,"[a], [a]"
1698,"c, c, c, a, a, c"
1699,"[c], [c], [c], [a], [c], [c]"
1700,"c, c, c, c, c, c, c, c, c"
1701,"c, c, c, a"
1702,"[a], [c], [c]"
1703,"[a], [c], [c], [a], [a], [a], [c]"
1704,"c, c, c, c, c"
1705,"c, c, c, c, c, c"
1706,"c"
1707,"c, c, c, c, c, c, c, c, c, c, c, c, a, c, c, c"
1708,"c, c, c, c, a"
1709,"c"
1710,"[a], [c], [c], [c], [c], [c], [a]"
1711,"c"
1712,"c, c, c, c, c, c, c, c"
1713,"c, c"
1714,"c, c, c"
1715,"c, c"
1716,"[a], [a], [c], [a], [c]"
1717,"c"
1718,"c"
1719,"c, c"
