"text","answer"
1067,"c, c, c, c, c, c, c, c"
1068,"c, c, c, c, c, c, c, c"
1069,"c, c, c, c, c, c, c, c, c, c, c"
1070,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1071,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1072,"c, c, c, c, c"
1073,"c, c, c"
1074,"c, c, c, c"
1075,"c, c, c, c, c, c, c, c"
1076,"c, c, c, c, c, c, c"
1077,"c, c, c, c, c, c"
1078,"c, c, c, c, c, c, c"
1079,"c, c, c, c, c"
1080,"c, c, c, c, c, c, c, c, c, c, c, c, c"
1081,"c, c, c, c"
1082,"c, c, c, c, c, c"
1083,"c, c, c"
1084,"c, c, c, c, c, c, c, c, c, c, c"
1085,"c, c, c, c, c, c, c, c, c, c"
1086,"c, c, c, c, c"
1087,"c, c, c, c, c, c, c"
1088,"c, c, c, c, c"
1089,"c"
1090,"c, c, c, c"
1091,"c, c"
1092,"c, c, c, c"
1093,"c, c, c"
1094,"c, c, c, c, c, c, c, c, c, c"
1095,"c, c, c, c, c, c, c"
1096,"c, c, c, c"
1097,"c, c, c, c"
1098,"c, c, c"
1099,"c, c, c, c"
1100,"c, c"
1101,"c, c"
1102,"c, c"
1103,"c, c"
1104,"c, c, c, c, c, c, c, c, c"
1105,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1106,"c, c, c"
1107,"c, c, c, c, c, c, c, c, c"
1108,"c, c"
1109,"c, c, c"
1110,"c, c, c, c, c, c, c, c, c, c, c, c, c"
1111,"c, c, c, c, c"
1112,"c, c, c"
1113,"[c], [c], [c], [c]"
1114,"c"
1115,"c"
1116,"c, c, c, c, c, c, c, c"
1117,"c, c, c, c, c, c, c"
1118,"c, c, c, c, c"
1119,"c, c, c, c, c, c, c, c, c, c, c"
1120,"c, c, c, c, c, c, c, c, c, c"
1121,"c, c, c, c"
1122,"c, c, c, c"
1123,"c, c, c"
1124,"c, c, c"
1125,"c, c, b"
1126,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1127,"c, c, c"
1128,"c, c, c, c"
1129,"c, c, c"
1130,"c, c, c, c"
1131,"c, c, c, c, c"
1132,"c, c"
1133,"c, c"
1134,"c, c, c, c, c"
1135,"c, c, c, c, c"
1136,"c, c, c, c, c, c, c"
1137,"c, c, c, c, c"
1138,"[c], [c]"
1139,"c, c, c, c, c"
1140,"c, c, c, c, c, c, c"
1141,"c"
1142,"c, c, c, c, c, c, c, c, c"
1143,"c"
1144,"c, c, c, c, c"
1145,"c, c"
1146,"c, c, c, c, c, c, c, c"
1147,"c, c, c, c"
1148,"c, c, c, c, c, c"
1149,"c, c, c, c, c"
1150,"c, c, c, c, c, c, c, c, c, c, c"
1151,"c, c, c, c, c, c"
1152,"[c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c]"
1153,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1154,"c, c, c, c, c, c, c, c, c"
1155,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1156,"c, c, c, c, c, c, c, c, c, c, c, c, c"
1157,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1158,"c, c, c, c, c, c, c, c"
1159,"[c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c]"
1160,"[c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c]"
1161,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1162,"c, c, c, c, c, c, c, c"
1163,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1164,"c, c, c, c, c, c, c, c, c, c, c"
1165,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1166,"c, c, c, c, c, c, c, c, c, c"
1167,"c, c, c, c, c, c, c, c, c, c"
1168,"[c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c]"
1169,"c, c, c, c, c, c, c, c, c, c"
1170,"[c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c]"
1171,"c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1172,"c, c, c, c, c, c, c, c, c, c"
1173,"c, c, c, c, c, c, c, c, c, c"
1174,"c, c, c, c, c, c, c, c, c, c"
1175,"c, c, c, c, c, c, c, c, c, c"
1176,"[c], [c], [c], [c], [c], [b]"
1177,"c, c, c, c, c, c, c, c"
1178,"c, c, c, c, c, c, c, c, c"
1179,"c, c, c, c, c, c, c, c, c, c"
1180,"c, c, c, c, c, c, c"
1181,"c, c, c, c, c, c"
1182,"c, c, c, c, c, c, c, c, c, c, c, c, c"
1183,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1184,"c, c, c, c, c, c"
1185,"c, c, c, c, c, c"
1186,"c, c, c, c, c, c"
1187,"c, c, c, c, c"
1188,"c, c, c, c"
1189,"c, c, c, c, c, c"
1190,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1191,"c, c, c, c, c, c"
1192,"c, c, c, c, c, c"
1193,"c, c, c, c, c, c"
1194,"c, c, c, c, c, c, c, c, c, c, c, c, c"
1195,"c, c, c, c, c, c, c"
1196,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1197,"c, c, c, c, c, c, c, c, c"
1198,"c, c, c, c, c"
1199,"c, c, c, c"
1200,"c, c, c, c, c"
1201,"c, c, c, c, c, c"
1202,"[c], [c], [c], [c]"
1203,"c, c, c, c"
1204,"c, c, c, c, c, c"
1205,"c, c, c, c, c"
1206,"c, c, c, c, c, c, c, c, c, c, c, c"
1207,"c, c, c, c, c, c, c"
1208,"c, c, c, c, c"
1209,"c, c"
1210,"c, c, c, c, c, c, c"
1211,"c, c, c, c, c, c"
1212,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1213,"c, c, c, c, c, c, c"
1214,"c, c, c, c, c, c, c, c, c"
1215,"c, c, c, c, c, c, c"
1216,"c, c, c, c"
1217,"c, c"
1218,"c, c, c, c, c, c"
1219,"c, c, c, c, c, c, c"
1220,"c, c, c, c, c, c"
1221,"c, c, c, c"
1222,"c"
1223,"[c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c]"
1224,"c, c, c"
1225,"c, c, c, c, c"
1226,"c, c, c, c"
1227,"c, c, c, c"
1228,"c, c, c, c, c, c, c, c, c, c"
1229,"c, c, c, c, c"
1230,"c, c, c"
1231,"c, c, c, c"
1232,"c, c, c, c, c, c, c, c"
1233,"c, c, c, c, c, c, c, c, c"
1234,"c, c, c, c"
1235,"c, c, c, c, c, c"
1236,"c, c, c, c, c"
1237,"c, c"
1238,"c, c, c, c, c, c, c, c"
1239,"c, c, c, c, c, c, c, c"
1240,"c, c, c, c, c"
1241,"c, c, c, c, c"
1242,"c, c, c"
1243,"c, c, c, c, c, c, c, c, c, c, c"
1244,"c, c, c, c, c"
1245,"[c], [c], [c]"
1246,"c, c, c, c, c"
1247,"c, c, c, c"
1248,"c, c, c, c, c"
1249,"c, c, c, c, c"
1250,"c, c, c, c, c"
1251,"c, c, c, c, c, c"
1252,"c, c, c, c, c, c, c, c, c"
1253,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1254,"c, c, c, c, c, c"
1255,"c, c, c, c, c, c"
1256,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1257,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1258,"c, c, c, c, c, c, c, c, c, c"
1259,"[c], [c], [c], [c], [c], [c], [c]"
1260,"c, c, c, c, c, c, c"
1261,"c, c, c, c, c"
1262,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1263,"c, c, c, c, c, c"
1264,"[c], [c], [c], [c], [c], [c], [c], [c], [c], [c]"
1265,"c, c, c, c, c, c, c"
1266,"c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1267,"c, c, c, c, c, c"
1268,"c, c, c, c, c, c, c, c"
1269,"c, c, c, c, c, c"
1270,"c, c, c, c"
1271,"c, c"
1272,"c, c, c, c, c, c, c"
1273,"c, c, c, c, c"
1274,"c, c, c, c"
1275,"c, c, c, c, c, c, c, c"
1276,"c, c, c, c, c, c"
1277,"c, c, c, c, c"
1278,"c, c"
1279,"c, c, c, c"
1280,"c, c, c, c, c, c"
1281,"c, c, c, c, c, c, c"
1282,"c, c, c, c"
1283,"c, c, c, c, c"
1284,"c, c, c, c, c, c"
1285,"c, c, c, c, c, c"
1286,"c, c, c, c"
1287,"c, c, c, c"
1288,"c, c, c"
1289,"c, c, c, c, c, c, c, c, c"
1290,"c, c, c, c, c, c, c, c, c"
1291,"c, c, c, c, c"
1292,"c, c, c, c, c, c, c, c"
1293,"c, c, c, c, c"
1294,"c, c, c, c, c, c, c, c, c, c"
1295,"c, c, c, c"
1296,"c, c, c, c, c"
1297,"c, c, c"
1298,"c"
1299,"c, c, c, c, c"
1300,"c, c, c, c, c"
1301,"c, c, c, c, c, c, c, c, c"
1302,"c, c, c"
1303,"c, c, c, c, c, c, c, c, c, c, c, c, c"
1304,"c, c, c, c"
1305,"c, c, c, c"
1306,"c, c, c, c"
1307,"c, c, c, c"
1308,"[c]"
1309,"c, c, c"
1310,"c, c"
1311,"c, c, c, c"
1312,"c, c"
1313,"c, c, c, c, c"
1314,"c, c"
1315,"c, c, c, c, c"
1316,"c, c, c, c"
1317,"c, c, c, c, c, c"
1318,"c, c, c, c, c"
1319,"c, c"
1320,"c, c"
1321,"c, c, c"
1322,"c, c, c, c, c, c, c"
1323,"c, c, c, c"
1324,"c, c, c, c"
1325,"c, c, c"
1326,"c, c, c, c"
1327,"c, c"
1328,"c, c, c"
1329,"c"
1330,"c, c, c, c"
1331,"c, c, c, c, c"
1332,"c, c"
1333,"c, c"
1334,"c, c, c, c, c"
1335,"c, c, c, c"
1336,"c, c"
1337,"c, c, c, c, c"
1338,"c, c"
1339,"c, c, c, c, c"
1340,"c, c, c, c, c, c, c, c"
1341,"c, c, c"
1342,"c, c, c"
1343,"c, c, c, c, c"
1344,"c, c"
1345,"c, c, c"
1346,"c, c, c, c, c, c, c, c, c, c"
1347,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1348,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1349,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1350,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1351,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1352,"c, c, c, c, c, c, c, c, c, c, c, c, c"
1353,"[c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], c, c, c, c, c, c, c"
1354,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1355,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a"
1356,"c, c, c, c, c, c, c, c, c, c, c, c"
1357,"c, c, c, c, c, c, c, c, c"
1358,"c, c, c, c, c, c, c, c, c, c, c"
1359,"c, c, c, c, c, c, c, c, c"
1360,"c, c, c, c, c, c, c"
1361,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1362,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1363,"c, c, c, c, c, c, c"
1364,"c, c, c, c, c, c"
1365,"[c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c]"
1366,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1367,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1368,"c, c, c, c, c"
1369,"c, c, c, c, c, c, c, c"
1370,"c, c, c"
1371,"c, c, c, c, c, c"
1372,"c, c, c"
1373,"c, c, c, c, c, c, c, c, c, c, c, c"
1374,"c, c, c, c, c, c, c, c, c, c"
1375,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1376,"c, c, c, c, c, c, c, c"
1377,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1378,"c, c, c"
1379,"c, c, c, c, c, c"
1380,"c, c, c, c, c"
1381,"c, c, c, c, c, c, c, c"
1382,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1383,"c, c, c, c, c"
1384,"c, c, c, c, c, c, c"
1385,"c, c, c, c, c, c, c, c, c, c, c, c, c"
1386,"c, c, c, c, c, c"
1387,"c"
1388,"c, c, c, c, c, c, c, c, c, c, c"
1389,"[c]"
1390,"c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1391,"c, c"
1392,"c, c, c, c, c"
1393,"c, c, c, c, c, c, c"
1394,"c, c, c, c, c, c, c, c"
1395,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1396,"c, c, c, c, c, c, c, c, c, c, c"
1397,"c, c, c, c, c, c, c, c, c, c"
1398,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1399,"c, c, c, c, c, c, c, c, c"
1400,"c, c, c, c"
1401,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1402,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1403,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1404,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1405,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1406,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1407,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1408,"c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1409,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1410,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1411,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1412,"c, c"
1413,"[c], [c]"
1414,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1415,"c, c"
1416,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1417,"c, c"
1418,"c"
1419,"c, c, c, c, c"
1420,"c"
1421,"[c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], c, c"
1422,"c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1423,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1424,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], c, c, c, c, c, c, c, c"
1425,"c, c"
1426,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1427,"c, c, c, c"
1428,"c, c, c, c, c, c, c"
1429,"c, c, c, c, c, c, c, c, c"
1430,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1431,"c, c, c, c, c, c, c"
1432,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1433,"c, c, c, c, c, c, c, c, c, c"
1434,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1435,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1436,"c, c, c, c, c, c, c, c, c, c, c, c"
1437,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1438,"c, c, c, c"
1439,"c, c, c, c"
1440,"c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1441,"c, c, c"
1442,"c, c, c, c, c, c, c, c, c, c, c, c"
1443,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1444,"c, c, c"
1445,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1446,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1447,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1448,"c, c, c, c, c, c, c"
1449,"c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1450,"c, c, c, c, c, c, c, c, c, c"
1451,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1452,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1453,"c, c, c, c, c, c, c, c, c"
1454,"c, c, c, c, c"
1455,"c, c, c, c, c, c"
1456,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1457,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1458,"c, c, c, c, c, c"
1459,"c, c, c, c, c"
1460,"c, c, c, c"
1461,"c, c, c, c, c"
1462,"c"
1463,"c, c, c, c, c, c"
1464,"c, c, c, c, c, c"
1465,"c, c, c, c"
1466,"c"
1467,"c, c, c, c, c"
1468,"c, c, c, c, c"
1469,"c, c, c, c, c, c, c, c, c"
1470,"c, c, c, c, c"
1471,"c, c, c, c, c, c"
1472,"c, c, c"
1473,"c, c, c, c"
1474,"c, c, c, c, c, c"
1475,"c"
1476,"[c]"
1477,"c"
1478,"c, c"
1479,"[c], [c], [c], [c]"
1480,"c, c, c, c"
1481,"c, c, c, c, c, c, c"
1482,"c, c, c, c"
1483,"c, c, c"
1484,"c, c, c, c"
1485,"c, c, c, c"
1486,"c"
1487,"[c], [c]"
1488,"c, c, c, c, c, c, c, c"
1489,"c, c"
1490,"c, c"
1491,"c, c, c, c, c, c"
1492,"c, c"
1493,"c, c, c, c"
1494,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1495,"c, c, c"
1496,"[c], [c], [c]"
1497,"c, c, c, c, c, c, c"
1498,"c, c, c"
1499,"c"
1500,"c"
1501,"c"
1502,"c, c"
1503,"c, c, c, c, c"
1504,"c, c"
1505,"c, c, c"
1506,"c, c, c, c, c"
1507,"c"
1508,"c, c, c"
1509,"c, c"
1510,"[c], [c], [c]"
1511,"c, c, c, c, c, c, c, c"
1512,"c, c, c"
1513,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1514,"c, c"
1515,"c, c, c, c, c"
1516,"c, c, c, c"
1517,"c, c, c"
1518,"c, c"
1519,"c, c"
1520,"c"
1521,"c"
1522,"c, c"
1523,"c, c, c, c"
1524,"c"
1525,"c"
1526,"c, c, c, c"
1527,"c, c, c, c, c, c, c, c, c, c"
1528,"c, c, c"
1529,"c, c, c, c, c, c, c, c"
1530,"c"
1531,"c, c, c"
1532,"c"
1533,"c, c, c, c, c, c"
1534,"c, c, c"
1535,"c, c, c, c, c, c, c"
1536,"c, c, c, c, c, c, c, c"
1537,"c, c, c, c, c, c, c, c, c, c"
1538,"c"
1539,"c, c, c, c, a, c, c, c, c, c"
1540,"c, c, c, c"
1541,"c, c, c, c, c, c"
1542,"c, c, c, c, c"
1543,"c"
1544,"c, c, c, c, c"
1545,"c, c, c, c"
1546,"c, c, c, c, c, c, c"
1547,"c"
1548,"[c], [c], [c], [c], [c], [c]"
1549,"c, c"
1550,"c, a"
1551,"c, c, c"
1552,"c, c, c, c"
1553,"c"
1554,"c"
1555,"c"
1556,"[c], [a], [c], [c], [c], [c], [c], [a], [a]"
1557,"c"
1558,"c, c, c"
1559,"c, c, c"
1560,"c, c, c, c, c"
1561,"c"
1562,"c, c"
1563,"c, c, c, c"
1564,"c, c"
1565,"c, a, c, c, c, c"
1566,"c, c, c, a, c"
1567,"a"
1568,"c, c, c"
1569,"c, c"
1570,"c, c"
1571,"c"
1572,"c, c, c, c"
1573,"c, c, c"
1574,"c"
1575,"c, c, c"
1576,"c"
1577,"c, c, a, a"
1578,"c"
1579,"c"
1580,"c"
1581,"c, c, c, c"
1582,"c, c, c"
1583,"c, a"
1584,"c, c, c, c"
1585,"a"
1586,"c, c, c, c, c"
1587,"c, c, c, c, c, c, c"
1588,"c, c, c, a, c"
1589,"c, c, c, c"
1590,"c, c, c"
1591,"[c], [c]"
1592,"[c]"
1593,"c, c, c, c, a"
1594,"c"
1595,"c, c, c, c, c, c, c, c, c"
1596,"c, a, a"
1597,"c"
1598,"c, c, c, c"
1599,"c, c, c, c"
1600,"c, a, c"
1601,"c"
1602,"c, c, c"
1603,"c, a, c"
1604,"c, c"
1605,"c, c, c, c, c"
1606,"c, c, c, c, c, c"
1607,"c"
1608,"c, c, c"
1609,"c"
1610,"c"
1611,"c"
1612,"c, c, c"
1613,"c"
1614,"[c], [c], [a], [c], [c], [b], [c], [a], [a]"
1615,"c, c, c, c"
1616,"[c]"
1617,"c, c, c, c, c"
1618,"c"
1619,"c, c, c, c, c, c, c"
1620,"[c], [c], [c], [c], [c], [c], [c], [c], [c]"
1621,"c, c, c"
1622,"c, c, c"
1623,"c"
1624,"c"
1625,"c, c"
1626,"c, c"
1627,"c, c, c, c, c"
1628,"c, c, c"
1629,"c, c, c, c, c, c, c, c"
1630,"c, c, c, c, c"
1631,"c, c, c"
1632,"c, c, c"
1633,"c, a, c, c, c, c, c, c, c, c"
1634,"c"
1635,"c, c"
1636,"c, c"
1637,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, c, c, c, c, c, c, c"
1638,"c, c, c, c, c"
1639,"c, c, c"
1640,"c, c, c, c, c"
1641,"c"
1642,"c, c"
1643,"[c], [c], [c], [c]"
1644,"c, c"
1645,"c, a"
1646,"c"
1647,"c"
1648,"c, c, c, c, c, c, c, c, c"
1649,"c, c, a"
1650,"c, c, c"
1651,"c, c"
1652,"c, c, c, c, c"
1653,"c"
1654,"c, c, c"
1655,"c, c, c, c, c"
1656,"[c], [a], [c]"
1657,"c, c, c"
1658,"c"
1659,"c, c"
1660,"c"
1661,"[c], [c]"
1662,"c, c, c"
1663,"a, c, a, c, c, c"
1664,"c, c, c, c, c, c, c, c, c, c"
1665,"c, c"
1666,"c"
1667,"c, a, c, c, c, a"
1668,"c, c"
1669,"c, c"
1670,"c, c"
1671,"c, c"
1672,"c, c"
1673,"c, c, c"
1674,"c, c, c, c, c, c, c, c"
1675,"c, c, c, c, c, c, c, c, c, c, c, c, c"
1676,"c, c"
1677,"c, c"
1678,"c, c, c, a"
1679,"c"
1680,"c, c, c"
1681,"c, c, a, c"
1682,"c, c, c, c, c"
1683,"c, c"
1684,"c"
1685,"c, c, c"
1686,"c"
1687,"c"
1688,"[c], [c], [c], [a]"
1689,"c"
1690,"c, c"
1691,"c, c"
1692,"[c], [a], [b], [b], [c], [c], [a], [a], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1693,"c, c, c, c"
1694,"c"
1695,"c"
1696,"c"
1697,"c, c"
1698,"c, c, c, c, c, c"
1699,"[c], [c], [c], [c], [c], [c]"
1700,"[c], [c], [c], [c], [c], [c], [c], [c], [c]"
1701,"c, c, c, c"
1702,"c, c, c"
1703,"c, a, c, a, a, c, c"
1704,"c, c, c, c, c"
1705,"c, c, c, c, c, c"
1706,"c"
1707,"c, c, c, c, c, a, c, c, c, c, c, c, c, c, c, c"
1708,"[c], [c], [c], [c], [c]"
1709,"c"
1710,"c, c, c, c, c, c, c"
1711,"c"
1712,"[c], [c], [c], [c], [c], [c], [c], [c]"
1713,"c, c"
1714,"c, a, c"
1715,"c, c"
1716,"[a], [c], [c], [a], [c]"
1717,"a"
1718,"c"
1719,"c, c"
1720,"[c], [c], [c], [c], [c], [c], [a], [a], [c], [c], [c], [c], [c], [c]"
1721,"c, c, c, c, c, c, c, c, c"
1722,"c, c, a, c"
1723,"[c], [c], [c]"
1724,"c"
1725,"c, c, c, c, c, c"
1726,"c"
1727,"c, c, c, c, a, c, c, c, c, c"
1728,"c"
1729,"c, c, a"
1730,"c, c, a"
1731,"[c], [c], [c], [c], [c], [c]"
1732,"c, c, c, c, c, c, c, c, c"
1733,"[c]"
1734,"c, a, a"
1735,"c, c"
1736,"c, c"
1737,"c, c, c, c"
1738,"c, c, c"
1739,"c, c, c, a"
1740,"[c], [c], [c]"
1741,"c, c, c, c"
1742,"c, c, c"
1743,"c"
1744,"c, c, c, c"
1745,"c"
1746,"c"
1747,"c, c, c"
1748,"c, c, c, c"
1749,"c, c, c, c"
1750,"c"
1751,"c"
1752,"c, c"
1753,"c, c, c"
1754,"c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1755,"c"
1756,"c, c"
1757,"c, c, c"
1758,"c, c"
1759,"c, c, c"
1760,"c"
1761,"c, c"
1762,"c, c"
1763,"c"
1764,"c, c, c"
1765,"c, c, c"
1766,"c, c, c, c, c, c"
1767,"c"
1768,"c, c, c"
1769,"c, c"
1770,"c, c"
1771,"c"
1772,"c"
1773,"c, c"
1774,"c, c, c, c, c"
1775,"c, c"
1776,"c"
1777,"c, c, c"
1778,"c, c"
1779,"c, c"
1780,"c, c, c"
1781,"c, c, c, c, c, c"
1782,"c, c, c"
1783,"c, c, c, c"
1784,"[c]"
1785,"c"
1786,"c, c, c, c"
1787,"c"
1788,"c, c"
1789,"[c]"
1790,"c, c"
1791,"c, c, c, c"
